,sector_economico_1,sector_economico_2,ta,Año
2092,2.0,24.0,12726.463534055283,2019-07-31
2093,2.0,24.0,12699.11088680298,2019-08-31
2094,2.0,24.0,12675.564599852858,2019-09-30
2095,2.0,24.0,12656.999408192323,2019-10-31
2096,2.0,24.0,12636.95776618431,2019-11-30
2097,2.0,24.0,12620.5011925933,2019-12-31
2098,2.0,24.0,12594.563642901912,2020-01-31
2099,2.0,24.0,12569.206824447663,2020-02-29
2100,2.0,24.0,12539.198206762348,2020-03-31
2101,2.0,24.0,12486.981614813916,2020-04-30
2102,2.0,24.0,12426.774047530003,2020-05-31
2103,2.0,24.0,12353.908462216254,2020-06-30
2104,2.0,24.0,12277.537276290575,2020-07-31
2105,2.0,24.0,12197.681556445135,2020-08-31
2106,2.0,24.0,12116.986491593256,2020-09-30
2107,2.0,24.0,12038.112054443538,2020-10-31
2108,2.0,24.0,11958.399052175058,2020-11-30
2109,2.0,24.0,11875.382425001098,2020-12-31
2110,2.0,24.0,11797.616490626053,2021-01-31
2111,2.0,24.0,11728.090803516634,2021-02-28
2112,2.0,24.0,11672.420353370107,2021-03-31
2113,2.0,24.0,11624.19450531302,2021-04-30
2114,2.0,24.0,11580.26973425831,2021-05-31
2115,2.0,24.0,11540.841828664215,2021-06-30
2116,2.0,24.0,11478.806752469874,2021-07-31
2117,2.0,24.0,11424.689804450296,2021-08-31
2118,2.0,24.0,11380.327729264867,2021-09-30
2119,2.0,24.0,11342.147407212164,2021-10-31
2120,2.0,24.0,11305.474598578325,2021-11-30
2121,2.0,24.0,11264.70482363756,2021-12-31
2122,2.0,24.0,11221.342122652664,2022-01-31
2123,2.0,24.0,11182.327867542135,2022-02-28
2124,2.0,24.0,11153.939206394543,2022-03-31
2125,2.0,24.0,11125.44173946144,2022-04-30
2126,2.0,24.0,11103.840000317214,2022-05-31
2127,2.0,24.0,11080.305000303995,2022-06-30
2128,2.0,24.0,11060.208958624666,2022-07-31
2129,2.0,24.0,11041.616918681972,2022-08-31
2130,2.0,24.0,11063.257880403557,2022-09-30
2131,2.0,24.0,11076.288802053408,2022-10-31
2132,2.0,24.0,11093.026768634516,2022-11-30
2133,2.0,24.0,11108.483986608078,2022-12-31
2134,2.0,24.0,11118.46382049941,2023-01-31
2135,2.0,24.0,11134.652827978602,2023-02-28
2136,2.0,24.0,11155.167293479495,2023-03-31
2137,2.0,24.0,11153.660322917847,2023-04-30
2138,2.0,24.0,11151.841142796273,2023-05-31
2139,2.0,24.0,11142.222761846426,2023-06-30
2140,2.0,24.0,11116.213480102826,2023-07-31
2141,2.0,25.0,18120.0,2010-02-28
2142,2.0,25.0,18120.0,2010-03-31
2143,2.0,25.0,18114.5,2010-04-30
2144,2.0,25.0,18107.104166666668,2010-05-31
2145,2.0,25.0,18101.59982638889,2010-06-30
2146,2.0,25.0,18092.49150028935,2010-07-31
2147,2.0,25.0,18082.6376877773,2010-08-31
2148,2.0,25.0,18070.902784119913,2010-09-30
2149,2.0,25.0,18066.823501448253,2010-10-31
2150,2.0,25.0,18066.41418888791,2010-11-30
2151,2.0,25.0,18043.93859768425,2010-12-31
2152,2.0,25.0,18044.73282278074,2011-01-31
2153,2.0,25.0,18050.86895516488,2011-02-28
2154,2.0,25.0,18059.374415366343,2011-03-31
2155,2.0,25.0,18061.23381472608,2011-04-30
2156,2.0,25.0,18065.474072445828,2011-05-31
2157,2.0,25.0,18070.954319427252,2011-06-30
2158,2.0,25.0,18082.70622278445,2011-07-31
2159,2.0,25.0,18087.3017968351,2011-08-31
2160,2.0,25.0,18091.247555300302,2011-09-30
2161,2.0,25.0,18096.987240496128,2011-10-31
2162,2.0,25.0,18096.02943880879,2011-11-30
2163,2.0,25.0,18071.40321219176,2011-12-31
2164,2.0,25.0,18057.719745017104,2012-01-31
2165,2.0,25.0,18048.648088974725,2012-02-29
2166,2.0,25.0,18052.912751934113,2012-03-31
2167,2.0,25.0,18083.833053936854,2012-04-30
2168,2.0,25.0,18115.256676689492,2012-05-31
2169,2.0,25.0,18150.329315160765,2012-06-30
2170,2.0,25.0,18182.190593695737,2012-07-31
2171,2.0,25.0,18214.76598562508,2012-08-31
2172,2.0,25.0,18239.85906955737,2012-09-30
2173,2.0,25.0,18257.281608325815,2012-10-31
2174,2.0,25.0,18273.31154131224,2012-11-30
2175,2.0,25.0,18276.67356042423,2012-12-31
2176,2.0,25.0,18289.687162073224,2013-01-31
2177,2.0,25.0,18310.616863653508,2013-02-28
2178,2.0,25.0,18329.632827667945,2013-03-31
2179,2.0,25.0,18335.773126515116,2013-04-30
2180,2.0,25.0,18330.699246243657,2013-05-31
2181,2.0,25.0,18314.503444316833,2013-06-30
2182,2.0,25.0,18290.77413413697,2013-07-31
2183,2.0,25.0,18270.07521188126,2013-08-31
2184,2.0,25.0,18254.405411386208,2013-09-30
2185,2.0,25.0,18242.180185911784,2013-10-31
2186,2.0,25.0,18236.422678165454,2013-11-30
2187,2.0,25.0,18214.65506657523,2013-12-31
2188,2.0,25.0,18210.7527721346,2014-01-31
2189,2.0,25.0,18218.17973996232,2014-02-28
2190,2.0,25.0,18219.83891746389,2014-03-31
2191,2.0,25.0,18220.47062923623,2014-04-30
2192,2.0,25.0,18225.95101968472,2014-05-31
2193,2.0,25.0,18175.24472719786,2014-06-30
2194,2.0,25.0,18162.692863564615,2014-07-31
2195,2.0,25.0,18148.205660916097,2014-08-31
2196,2.0,25.0,18130.94709171126,2014-09-30
2197,2.0,25.0,18109.49096288996,2014-10-31
2198,2.0,25.0,18087.47050610288,2014-11-30
2199,2.0,25.0,18052.90923501526,2014-12-31
2200,2.0,25.0,18028.12135022296,2015-01-31
2201,2.0,25.0,18012.907960630335,2015-02-28
2202,2.0,25.0,17996.578462270736,2015-03-31
2203,2.0,25.0,17977.471026342788,2015-04-30
2204,2.0,25.0,17954.868066911837,2015-05-31
2205,2.0,25.0,17919.415230790513,2015-06-30
2206,2.0,25.0,17878.85626284091,2015-07-31
2207,2.0,25.0,17835.82058522254,2015-08-31
2208,2.0,25.0,17795.411394171602,2015-09-30
2209,2.0,25.0,17757.810919414453,2015-10-31
2210,2.0,25.0,17722.318797772186,2015-11-30
2211,2.0,25.0,17666.05551453168,2015-12-31
2212,2.0,25.0,17628.92820142619,2016-01-31
2213,2.0,25.0,17609.806193033437,2016-02-29
2214,2.0,25.0,17595.772601657045,2016-03-31
2215,2.0,25.0,17585.823743254667,2016-04-30
2216,2.0,25.0,17584.62275395239,2016-05-31
2217,2.0,25.0,17581.971805871042,2016-06-30
2218,2.0,25.0,17592.139647293083,2016-07-31
2219,2.0,25.0,17584.92549532254,2016-08-31
2220,2.0,25.0,17543.636933017435,2016-09-30
2221,2.0,25.0,17518.61039414171,2016-10-31
2222,2.0,25.0,17530.12662771914,2016-11-30
2223,2.0,25.0,17551.621351564176,2016-12-31
2224,2.0,25.0,17584.22046191567,2017-01-31
2225,2.0,25.0,17654.46127600252,2017-02-28
2226,2.0,25.0,17801.85872283575,2017-03-31
2227,2.0,25.0,18059.40627605093,2017-04-30
2228,2.0,25.0,18329.80601454881,2017-05-31
2229,2.0,25.0,18556.814097275943,2017-06-30
2230,2.0,25.0,18749.196843222777,2017-07-31
2231,2.0,25.0,18951.396974755164,2017-08-31
2232,2.0,25.0,19132.3387674737,2017-09-30
2233,2.0,25.0,19263.74131882896,2017-10-31
2234,2.0,25.0,19390.835430544423,2017-11-30
2235,2.0,25.0,19468.925620938408,2017-12-31
2236,2.0,25.0,19539.26205339931,2018-01-31
2237,2.0,25.0,19614.126134507675,2018-02-28
2238,2.0,25.0,19680.162545569856,2018-03-31
2239,2.0,25.0,19747.780772837777,2018-04-30
2240,2.0,25.0,19814.83157396954,2018-05-31
2241,2.0,25.0,19876.421925054143,2018-06-30
2242,2.0,25.0,19943.44601151022,2018-07-31
2243,2.0,25.0,19999.927427697297,2018-08-31
2244,2.0,25.0,19997.80545154324,2018-09-30
2245,2.0,25.0,19961.271891062268,2018-10-31
2246,2.0,25.0,19902.677228934674,2018-11-30
2247,2.0,25.0,19726.149011062396,2018-12-31
2248,2.0,25.0,19513.851135601464,2019-01-31
2249,2.0,25.0,19309.232338284735,2019-02-28
2250,2.0,25.0,19109.555990856206,2019-03-31
2251,2.0,25.0,18912.5744912372,2019-04-30
2252,2.0,25.0,18719.300554102316,2019-05-31
2253,2.0,25.0,18538.91303101472,2019-06-30
2254,2.0,25.0,18366.624988055773,2019-07-31
2255,2.0,25.0,18196.682280220117,2019-08-31
2256,2.0,25.0,18029.487185210943,2019-09-30
2257,2.0,25.0,17871.716885827158,2019-10-31
2258,2.0,25.0,17724.22868225103,2019-11-30
2259,2.0,25.0,17571.76082049057,2019-12-31
2260,2.0,25.0,17430.520786303467,2020-01-31
2261,2.0,25.0,17297.082420207487,2020-02-29
2262,2.0,25.0,17156.120652698843,2020-03-31
2263,2.0,25.0,16963.61562550306,2020-04-30
2264,2.0,25.0,16732.71497444043,2020-05-31
2265,2.0,25.0,16472.68518383875,2020-06-30
2266,2.0,25.0,16206.448301178802,2020-07-31
2267,2.0,25.0,15947.05462196302,2020-08-31
2268,2.0,25.0,15694.09401271456,2020-09-30
2269,2.0,25.0,15442.34009551812,2020-10-31
2270,2.0,25.0,15201.2425915382,2020-11-30
2271,2.0,25.0,14966.440816890776,2020-12-31
2272,2.0,25.0,14747.714116186991,2021-01-31
2273,2.0,25.0,14536.476028012536,2021-02-28
2274,2.0,25.0,14328.539526845349,2021-03-31
2275,2.0,25.0,14126.43371322679,2021-04-30
2276,2.0,25.0,13932.832308509009,2021-05-31
2277,2.0,25.0,13755.9226289878,2021-06-30
2278,2.0,25.0,13572.175852779974,2021-07-31
2279,2.0,25.0,13403.210192247474,2021-08-31
2280,2.0,25.0,13239.61810090383,2021-09-30
2281,2.0,25.0,13080.717346699505,2021-10-31
2282,2.0,25.0,12929.062457253693,2021-11-30
2283,2.0,25.0,12778.184854868125,2021-12-31
2284,2.0,25.0,12634.552152581951,2022-01-31
2285,2.0,25.0,12504.487479557703,2022-02-28
2286,2.0,25.0,12388.258834576132,2022-03-31
2287,2.0,25.0,12282.998049802129,2022-04-30
2288,2.0,25.0,12171.99813106037,2022-05-31
2289,2.0,25.0,12069.498208932857,2022-06-30
2290,2.0,25.0,11973.560783560652,2022-07-31
2291,2.0,25.0,11883.495750912294,2022-08-31
2292,2.0,25.0,11798.058427957616,2022-09-30
2293,2.0,25.0,11714.639326792716,2022-10-31
2294,2.0,25.0,11636.362688176354,2022-11-30
2295,2.0,25.0,11556.514242835672,2022-12-31
2296,2.0,25.0,11485.117816050852,2023-01-31
2297,2.0,25.0,11421.612907048737,2023-02-28
2298,2.0,25.0,11365.795702588372,2023-03-31
2299,2.0,25.0,11309.262548313856,2023-04-30
2300,2.0,25.0,11251.834942134112,2023-05-31
2301,2.0,25.0,11190.966819545192,2023-06-30
2302,2.0,25.0,11128.134868730813,2023-07-31
2303,2.0,26.0,2968.0,2010-02-28
2304,2.0,26.0,2968.0,2010-03-31
2305,2.0,26.0,2969.8333333333335,2010-04-30
2306,2.0,26.0,2972.715277777778,2010-05-31
2307,2.0,26.0,2974.6438078703704,2010-06-30
2308,2.0,26.0,2977.9503158757716,2010-07-31
2309,2.0,26.0,2979.369052714281,2010-08-31
2310,2.0,26.0,2979.520342184519,2010-09-30
2311,2.0,26.0,2981.831994593498,2010-10-31
2312,2.0,26.0,2983.213994818769,2010-11-30
2313,2.0,26.0,2984.955078367987,2010-12-31
2314,2.0,26.0,2984.248616769321,2011-01-31
2315,2.0,26.0,2984.9882577372664,2011-02-28
2316,2.0,26.0,2985.697080331547,2011-03-31
2317,2.0,26.0,2987.501368651066,2011-04-30
2318,2.0,26.0,2988.9804782906053,2011-05-31
2319,2.0,26.0,2989.3146250284967,2011-06-30
2320,2.0,26.0,2988.6765156523093,2011-07-31
2321,2.0,26.0,2987.814994166796,2011-08-31
2322,2.0,26.0,2985.1143694098464,2011-09-30
2323,2.0,26.0,2982.901270684436,2011-10-31
2324,2.0,26.0,2981.9053844059176,2011-11-30
2325,2.0,26.0,2981.2426600556714,2011-12-31
2326,2.0,26.0,2983.6492158866854,2012-01-31
2327,2.0,26.0,2986.5804985580735,2012-02-29
2328,2.0,26.0,2989.4729777848206,2012-03-31
2329,2.0,26.0,2995.411603710453,2012-04-30
2330,2.0,26.0,3003.9361202225177,2012-05-31
2331,2.0,26.0,3012.7721152132463,2012-06-30
2332,2.0,26.0,3020.4899437460276,2012-07-31
2333,2.0,26.0,3026.3445294232765,2012-08-31
2334,2.0,26.0,3033.9968406973067,2012-09-30
2335,2.0,26.0,3041.4136390015856,2012-10-31
2336,2.0,26.0,3050.7714040431865,2012-11-30
2337,2.0,26.0,3057.114262208054,2012-12-31
2338,2.0,26.0,3072.0678346160516,2013-01-31
2339,2.0,26.0,3087.2316748403828,2013-02-28
2340,2.0,26.0,3104.222021722034,2013-03-31
2341,2.0,26.0,3121.921104150282,2013-04-30
2342,2.0,26.0,3140.8410581440207,2013-05-31
2343,2.0,26.0,3158.88934738802,2013-06-30
2344,2.0,26.0,3175.2272912468525,2013-07-31
2345,2.0,26.0,3190.926154111567,2013-08-31
2346,2.0,26.0,3204.0125643569186,2013-09-30
2347,2.0,26.0,3217.1787075087136,2013-10-31
2348,2.0,26.0,3230.7545946958508,2013-11-30
2349,2.0,26.0,3241.9731532501905,2013-12-31
2350,2.0,26.0,3255.9742718647663,2014-01-31
2351,2.0,26.0,3270.975343870401,2014-02-28
2352,2.0,26.0,3286.3513712091344,2014-03-31
2353,2.0,26.0,3299.4200640754207,2014-04-30
2354,2.0,26.0,3314.485894738945,2014-05-31
2355,2.0,26.0,3329.4656491248224,2014-06-30
2356,2.0,26.0,3342.321247077955,2014-07-31
2357,2.0,26.0,3359.18286178304,2014-08-31
2358,2.0,26.0,3375.1752425420805,2014-09-30
2359,2.0,26.0,3391.58460743616,2014-10-31
2360,2.0,26.0,3408.7685821263203,2014-11-30
2361,2.0,26.0,3424.486557871057,2014-12-31
2362,2.0,26.0,3441.174617959763,2015-01-31
2363,2.0,26.0,3459.459008878106,2015-02-28
2364,2.0,26.0,3477.7732168415187,2015-03-31
2365,2.0,26.0,3496.5743328064555,2015-04-30
2366,2.0,26.0,3514.8837356061867,2015-05-31
2367,2.0,26.0,3534.8885799559293,2015-06-30
2368,2.0,26.0,3551.3932224577657,2015-07-31
2369,2.0,26.0,3567.793504855359,2015-08-31
2370,2.0,26.0,3583.093775486386,2015-09-30
2371,2.0,26.0,3599.5065348411204,2015-10-31
2372,2.0,26.0,3614.5687625560736,2015-11-30
2373,2.0,26.0,3628.961730782904,2015-12-31
2374,2.0,26.0,3644.463325333617,2016-01-31
2375,2.0,26.0,3661.235686778049,2016-02-29
2376,2.0,26.0,3680.4758664956303,2016-03-31
2377,2.0,26.0,3702.7060387249794,2016-04-30
2378,2.0,26.0,3724.5099537781057,2016-05-31
2379,2.0,26.0,3745.4053723706847,2016-06-30
2380,2.0,26.0,3765.26348185524,2016-07-31
2381,2.0,26.0,3785.752503444605,2016-08-31
2382,2.0,26.0,3806.5544824677463,2016-09-30
2383,2.0,26.0,3828.364712364923,2016-10-31
2384,2.0,26.0,3850.8078493497183,2016-11-30
2385,2.0,26.0,3869.482522293481,2016-12-31
2386,2.0,26.0,3878.337417197919,2017-01-31
2387,2.0,26.0,3886.573358148006,2017-02-28
2388,2.0,26.0,3899.0911348918394,2017-03-31
2389,2.0,26.0,3912.71233760468,2017-04-30
2390,2.0,26.0,3928.390990204485,2017-05-31
2391,2.0,26.0,3944.249698945965,2017-06-30
2392,2.0,26.0,3956.489294823217,2017-07-31
2393,2.0,26.0,3969.718907538917,2017-08-31
2394,2.0,26.0,3984.397286391462,2017-09-30
2395,2.0,26.0,4003.714066125151,2017-10-31
2396,2.0,26.0,4025.350980036604,2017-11-30
2397,2.0,26.0,4044.586355868412,2017-12-31
2398,2.0,26.0,4063.7702577072287,2018-01-31
2399,2.0,26.0,4086.154830302761,2018-02-28
2400,2.0,26.0,4107.731712373479,2018-03-31
2401,2.0,26.0,4134.284557691251,2018-04-30
2402,2.0,26.0,4155.356034454116,2018-05-31
2403,2.0,26.0,4175.216199685194,2018-06-30
2404,2.0,26.0,4192.540524698311,2018-07-31
2405,2.0,26.0,4219.018002835882,2018-08-31
2406,2.0,26.0,4241.683919384387,2018-09-30
2407,2.0,26.0,4264.863756076705,2018-10-31
2408,2.0,26.0,4288.661099573508,2018-11-30
2409,2.0,26.0,4310.800220424612,2018-12-31
2410,2.0,26.0,4333.558544573587,2019-01-31
2411,2.0,26.0,4364.493605216354,2019-02-28
2412,2.0,26.0,4380.306371665673,2019-03-31
2413,2.0,26.0,4399.4602728462705,2019-04-30
2414,2.0,26.0,4422.482761477676,2019-05-31
2415,2.0,26.0,4442.7543130827735,2019-06-30
2416,2.0,26.0,4465.681216704325,2019-07-31
2417,2.0,26.0,4479.819499341645,2019-08-31
2418,2.0,26.0,4490.785353535743,2019-09-30
2419,2.0,26.0,4496.085963805087,2019-10-31
2420,2.0,26.0,4493.999048646542,2019-11-30
2421,2.0,26.0,4493.832421619602,2019-12-31
2422,2.0,26.0,4496.881070718786,2020-01-31
2423,2.0,26.0,4500.42769277217,2020-02-29
2424,2.0,26.0,4506.076538906664,2020-03-31
2425,2.0,26.0,4508.823349785553,2020-04-30
2426,2.0,26.0,4507.539043544488,2020-05-31
2427,2.0,26.0,4503.308250063467,2020-06-30
2428,2.0,26.0,4498.33707297749,2020-07-31
2429,2.0,26.0,4494.364694936761,2020-08-31
2430,2.0,26.0,4508.599499314397,2020-09-30
2431,2.0,26.0,4532.2411868429635,2020-10-31
2432,2.0,26.0,4558.52280405784,2020-11-30
2433,2.0,26.0,4580.959353888764,2020-12-31
2434,2.0,26.0,4604.586047476732,2021-01-31
2435,2.0,26.0,4630.894962165203,2021-02-28
2436,2.0,26.0,4655.691005408319,2021-03-31
2437,2.0,26.0,4681.412213516306,2021-04-30
2438,2.0,26.0,4710.22837128646,2021-05-31
2439,2.0,26.0,4741.093855816191,2021-06-30
2440,2.0,26.0,4771.881611823849,2021-07-31
2441,2.0,26.0,4805.886544664522,2021-08-31
2442,2.0,26.0,4843.1829386368345,2021-09-30
2443,2.0,26.0,4880.133649526966,2021-10-31
2444,2.0,26.0,4918.044747463343,2021-11-30
2445,2.0,26.0,4949.70954965237,2021-12-31
2446,2.0,26.0,4981.9299850835205,2022-01-31
2447,2.0,26.0,5014.891235705041,2022-02-28
2448,2.0,26.0,5049.229100883998,2022-03-31
2449,2.0,26.0,5081.427888347165,2022-04-30
2450,2.0,26.0,5117.660059666033,2022-05-31
2451,2.0,26.0,5154.049223846615,2022-06-30
2452,2.0,26.0,5179.4221728530065,2022-07-31
2453,2.0,26.0,5206.279582317465,2022-08-31
2454,2.0,26.0,5236.976266387571,2022-09-30
2455,2.0,26.0,5267.102255288089,2022-10-31
2456,2.0,26.0,5292.847994651085,2022-11-30
2457,2.0,26.0,5315.104328207291,2022-12-31
2458,2.0,26.0,5334.058314531987,2023-01-31
2459,2.0,26.0,5352.764218093154,2023-02-28
2460,2.0,26.0,5369.815709005939,2023-03-31
2461,2.0,26.0,5383.948387797359,2023-04-30
2462,2.0,26.0,5397.033871639136,2023-05-31
2463,2.0,26.0,5408.490793654172,2023-06-30
2464,2.0,26.0,5416.470343918581,2023-07-31
2465,2.0,27.0,15461.0,2010-02-28
2466,2.0,27.0,15461.000000000002,2010-03-31
2467,2.0,27.0,15466.750000000004,2010-04-30
2468,2.0,27.0,15464.635416666672,2010-05-31
2469,2.0,27.0,15461.650607638894,2010-06-30
2470,2.0,27.0,15466.040165653942,2010-07-31
2471,2.0,27.0,15474.788492085028,2010-08-31
2472,2.0,27.0,15489.463971581485,2010-09-30
2473,2.0,27.0,15509.77797276559,2010-10-31
2474,2.0,27.0,15536.578890567023,2010-11-30
2475,2.0,27.0,15561.2214367934,2010-12-31
2476,2.0,27.0,15576.71221026034,2011-01-31
2477,2.0,27.0,15596.432534832828,2011-02-28
2478,2.0,27.0,15616.706179214794,2011-03-31
2479,2.0,27.0,15629.926755080844,2011-04-30
2480,2.0,27.0,15645.596473619142,2011-05-31
2481,2.0,27.0,15656.238287218344,2011-06-30
2482,2.0,27.0,15666.270025250911,2011-07-31
2483,2.0,27.0,15680.758774198792,2011-08-31
2484,2.0,27.0,15697.185491940509,2011-09-30
2485,2.0,27.0,15715.844429776322,2011-10-31
2486,2.0,27.0,15743.309245202308,2011-11-30
2487,2.0,27.0,15763.713026652213,2011-12-31
2488,2.0,27.0,15785.349983875038,2012-01-31
2489,2.0,27.0,15806.127067880245,2012-02-29
2490,2.0,27.0,15830.330106718568,2012-03-31
2491,2.0,27.0,15854.191352271962,2012-04-30
2492,2.0,27.0,15873.975045927298,2012-05-31
2493,2.0,27.0,15885.934419013662,2012-06-30
2494,2.0,27.0,15903.603818221429,2012-07-31
2495,2.0,27.0,15929.203659128869,2012-08-31
2496,2.0,27.0,15964.903506665169,2012-09-30
2497,2.0,27.0,16008.449193887453,2012-10-31
2498,2.0,27.0,16050.430477475476,2012-11-30
2499,2.0,27.0,16085.579207580666,2012-12-31
2500,2.0,27.0,16116.09674059814,2013-01-31
2501,2.0,27.0,16131.342709739884,2013-02-28
2502,2.0,27.0,16140.703430167388,2013-03-31
2503,2.0,27.0,16152.840787243747,2013-04-30
2504,2.0,27.0,16164.930754441924,2013-05-31
2505,2.0,27.0,16173.30863967351,2013-06-30
2506,2.0,27.0,16170.754113020448,2013-07-31
2507,2.0,27.0,16180.18102497793,2013-08-31
2508,2.0,27.0,16203.090148937184,2013-09-30
2509,2.0,27.0,16229.878059398136,2013-10-31
2510,2.0,27.0,16255.383140256548,2013-11-30
2511,2.0,27.0,16266.617176079191,2013-12-31
2512,2.0,27.0,16262.29979374256,2014-01-31
2513,2.0,27.0,16261.03730233662,2014-02-28
2514,2.0,27.0,16259.494081405928,2014-03-31
2515,2.0,27.0,16240.098494680682,2014-04-30
2516,2.0,27.0,16246.719390735654,2014-05-31
2517,2.0,27.0,16244.356082788336,2014-06-30
2518,2.0,27.0,16220.799579338822,2014-07-31
2519,2.0,27.0,16198.34959686637,2014-08-31
2520,2.0,27.0,16191.668363663604,2014-09-30
2521,2.0,27.0,16196.765515177622,2014-10-31
2522,2.0,27.0,16206.31695204522,2014-11-30
2523,2.0,27.0,16210.72041237667,2014-12-31
2524,2.0,27.0,16215.982061860976,2015-01-31
2525,2.0,27.0,16223.357809283434,2015-02-28
2526,2.0,27.0,16243.217900563292,2015-03-31
2527,2.0,27.0,16270.792154706489,2015-04-30
2528,2.0,27.0,16299.300814927054,2015-05-31
2529,2.0,27.0,16322.03828097176,2015-06-30
2530,2.0,27.0,16347.53668593127,2015-07-31
2531,2.0,27.0,16369.514324017468,2015-08-31
2532,2.0,27.0,16395.742893850074,2015-09-30
2533,2.0,27.0,16451.628606606322,2015-10-31
2534,2.0,27.0,16510.894081331062,2015-11-30
2535,2.0,27.0,16557.9401612756,2015-12-31
2536,2.0,27.0,16594.442654555784,2016-01-31
2537,2.0,27.0,16630.42421061596,2016-02-29
2538,2.0,27.0,16668.03153517363,2016-03-31
2539,2.0,27.0,16704.905221208064,2016-04-30
2540,2.0,27.0,16746.034170324398,2016-05-31
2541,2.0,27.0,16786.366079894215,2016-06-30
2542,2.0,27.0,16830.05915989862,2016-07-31
2543,2.0,27.0,16879.22336156951,2016-08-31
2544,2.0,27.0,16938.505721504116,2016-09-30
2545,2.0,27.0,17007.23464977478,2016-10-31
2546,2.0,27.0,17076.808206034162,2016-11-30
2547,2.0,27.0,17132.73286411607,2016-12-31
2548,2.0,27.0,17178.91066144457,2017-01-31
2549,2.0,27.0,17224.66438388438,2017-02-28
2550,2.0,27.0,17275.886701222535,2017-03-31
2551,2.0,27.0,17319.433088671598,2017-04-30
2552,2.0,27.0,17360.998376643613,2017-05-31
2553,2.0,27.0,17400.581777616793,2017-06-30
2554,2.0,27.0,17446.80753688276,2017-07-31
2555,2.0,27.0,17492.06555617931,2017-08-31
2556,2.0,27.0,17554.062824671837,2017-09-30
2557,2.0,27.0,17633.060206977178,2017-10-31
2558,2.0,27.0,17701.766031686464,2017-11-30
2559,2.0,27.0,17765.400780366195,2017-12-31
2560,2.0,27.0,17826.00908118427,2018-01-31
2561,2.0,27.0,17890.008702801595,2018-02-28
2562,2.0,27.0,17942.841673518196,2018-03-31
2563,2.0,27.0,18001.93160378827,2018-04-30
2564,2.0,27.0,18058.767786963763,2018-05-31
2565,2.0,27.0,18108.819129173608,2018-06-30
2566,2.0,27.0,18151.743332124708,2018-07-31
2567,2.0,27.0,18195.25402661951,2018-08-31
2568,2.0,27.0,18248.7851088437,2018-09-30
2569,2.0,27.0,18315.085729308543,2018-10-31
2570,2.0,27.0,18380.457157254023,2018-11-30
2571,2.0,27.0,18441.52144236844,2018-12-31
2572,2.0,27.0,18497.04138226976,2019-01-31
2573,2.0,27.0,18555.122991341857,2019-02-28
2574,2.0,27.0,18604.701200035943,2019-03-31
2575,2.0,27.0,18661.04698336778,2019-04-30
2576,2.0,27.0,18716.128359060793,2019-05-31
2577,2.0,27.0,18774.95634409993,2019-06-30
2578,2.0,27.0,18837.374829762433,2019-07-31
2579,2.0,27.0,18883.900878522338,2019-08-31
2580,2.0,27.0,18938.446675250572,2019-09-30
2581,2.0,27.0,19004.886397115133,2019-10-31
2582,2.0,27.0,19081.55779723534,2019-11-30
2583,2.0,27.0,19148.53455568387,2019-12-31
2584,2.0,27.0,19210.80394919704,2020-01-31
2585,2.0,27.0,19271.9371179805,2020-02-29
2586,2.0,27.0,19319.481404731312,2020-03-31
2587,2.0,27.0,19314.50301286751,2020-04-30
2588,2.0,27.0,19266.315387331364,2020-05-31
2589,2.0,27.0,19222.843912859225,2020-06-30
2590,2.0,27.0,19193.76708315676,2020-07-31
2591,2.0,27.0,19186.818454691896,2020-08-31
2592,2.0,27.0,19203.701019079737,2020-09-30
2593,2.0,27.0,19249.505143284743,2020-10-31
2594,2.0,27.0,19305.692428981212,2020-11-30
2595,2.0,27.0,19359.58024444033,2020-12-31
2596,2.0,27.0,19432.139400921984,2021-01-31
2597,2.0,27.0,19520.341925883567,2021-02-28
2598,2.0,27.0,19611.827678971753,2021-03-31
2599,2.0,27.0,19716.29319234793,2021-04-30
2600,2.0,27.0,19833.614309333432,2021-05-31
2601,2.0,27.0,19945.213713111207,2021-06-30
2602,2.0,27.0,20065.95480839824,2021-07-31
2603,2.0,27.0,20187.79002471498,2021-08-31
2604,2.0,27.0,20309.13210701853,2021-09-30
2605,2.0,27.0,20436.62660255942,2021-10-31
2606,2.0,27.0,20566.308827452776,2021-11-30
2607,2.0,27.0,20670.58762630891,2021-12-31
2608,2.0,27.0,20771.10480854604,2022-01-31
2609,2.0,27.0,20858.30877485662,2022-02-28
2610,2.0,27.0,20944.712575904265,2022-03-31
2611,2.0,27.0,21024.599551908253,2022-04-30
2612,2.0,27.0,21088.782903912077,2022-05-31
2613,2.0,27.0,21143.20861624907,2022-06-30
2614,2.0,27.0,21178.158257238694,2022-07-31
2615,2.0,27.0,21211.151663187087,2022-08-31
2616,2.0,27.0,21243.43701055429,2022-09-30
2617,2.0,27.0,21275.12713511453,2022-10-31
2618,2.0,27.0,21302.74683781809,2022-11-30
2619,2.0,27.0,21315.42405290901,2022-12-31
2620,2.0,27.0,21331.073050704465,2023-01-31
2621,2.0,27.0,21344.73667359178,2023-02-28
2622,2.0,27.0,21348.330978858787,2023-03-31
2623,2.0,27.0,21346.150521406336,2023-04-30
2624,2.0,27.0,21338.93591634774,2023-05-31
2625,2.0,27.0,21335.605253166585,2023-06-30
2626,2.0,27.0,21327.413367617977,2023-07-31
2627,2.0,28.0,6269.0,2010-02-28
